7.372746494999999900e-01,-1.113816910000000049e-01,4.483426510999999684e-03,7.261207797061003562e-03,-1.700370141688295738e-03,-2.532145394518322060e-02,9.996515430752913600e-01
7.606792573999999751e-01,-1.186938077999999952e-01,4.199708176999999640e-03,6.483380612115664104e-03,-1.796197604053760815e-03,-2.713800827188122058e-02,9.996090575605250939e-01
7.830688954000000201e-01,-1.271036074999999932e-01,3.892315614000000073e-03,6.150175805831203761e-03,-1.547385640806267721e-03,-2.990881494411165228e-02,9.995325125896979968e-01
8.054964656999999972e-01,-1.359391695000000122e-01,4.434643077999999954e-03,6.959798699448779824e-03,-1.841363018205293550e-03,-3.231063807517472325e-02,9.994519464443867296e-01
8.271330605000000169e-01,-1.449083834000000071e-01,6.023684365000000346e-03,7.061016867556555929e-03,-1.700867330641279550e-03,-3.478419912045634804e-02,9.993684548667063350e-01
8.500376656999999447e-01,-1.515967947999999899e-01,5.735693352000000370e-03,6.959233169899912280e-03,-2.111941036993446492e-03,-3.668683891225479193e-02,9.993003475579149697e-01
8.727872557000000420e-01,-1.618461838999999958e-01,8.233596847000000662e-03,7.162298548527322624e-03,-1.458059702206074802e-03,-3.878944077305811200e-02,9.992206737382489656e-01
8.943563607000000193e-01,-1.691229781999999959e-01,7.070162934999999794e-03,7.849169495684536410e-03,-1.681575165327149797e-03,-3.999704069922802030e-02,9.991675533054982239e-01
9.177543938000000123e-01,-1.791572067999999962e-01,1.036228101999999915e-02,8.271597981155478368e-03,-8.509464008880928982e-04,-4.131226588393567545e-02,9.991116820679237787e-01
9.416572640000000494e-01,-1.844014040999999993e-01,1.055525732000000064e-02,8.535977616926955849e-03,-1.352394512418809243e-03,-4.202865977258930796e-02,9.990790258397611590e-01
9.656448196000000372e-01,-1.913815202999999965e-01,1.487323899000000081e-02,8.833690099917747632e-03,-1.529716487451011388e-03,-4.280561344461288747e-02,9.990431949341915807e-01
9.894423476999999467e-01,-1.935027726999999920e-01,1.385536094000000031e-02,8.214221887047207238e-03,-1.489669697680357820e-03,-4.300909589078152906e-02,9.990398015663037867e-01
1.013944433000000034e+00,-1.959776923999999865e-01,1.613898321999999996e-02,8.162596657797472136e-03,-4.565427280393330239e-04,-4.328555332721382293e-02,9.990292910909553958e-01
1.037809900000000063e+00,-1.953682187999999931e-01,1.578269243999999918e-02,7.314866814007696914e-03,-7.154831181583149943e-04,-4.389827886558128611e-02,9.990089698896805759e-01
1.062947381999999941e+00,-1.982924165000000127e-01,1.918544335000000114e-02,6.808590670685130478e-03,9.810164882427614610e-04,-4.511047202096081510e-02,9.989583204587542120e-01
1.087870024000000102e+00,-1.987654866999999936e-01,1.982113929999999857e-02,7.648311175141715886e-03,-3.671699075483690644e-04,-4.639347145684854373e-02,9.988938954306456619e-01
1.112142183000000006e+00,-2.026782394999999959e-01,2.076416798000000133e-02,7.397189021134895244e-03,-1.703660588454737428e-04,-4.729633185304840670e-02,9.988534975476823785e-01
1.135370502000000004e+00,-2.062660601000000093e-01,1.886350848999999996e-02,7.442710300079360616e-03,-4.364453355866061788e-04,-4.873777294968139467e-02,9.987837829414147883e-01
1.158708695000000066e+00,-2.112135423000000012e-01,1.774905875999999855e-02,7.928419807356137591e-03,-4.683281906318067871e-04,-4.955789634663149840e-02,9.987396736576357181e-01
1.182506432000000052e+00,-2.138806064000000062e-01,1.495401826000000017e-02,8.093053818455138090e-03,-7.390276398938598612e-04,-5.062056434455074888e-02,9.986848926380523794e-01
1.206672978000000063e+00,-2.199814180000000119e-01,1.288820876000000039e-02,7.788732579731859340e-03,-1.961209229383543626e-04,-5.157413294252117392e-02,9.986387765316406817e-01
1.229867664999999999e+00,-2.260234131999999951e-01,1.060513163000000036e-02,7.895730784160682678e-03,-7.254963333692022055e-05,-5.260977717961114880e-02,9.985839291301690235e-01
1.255529770000000100e+00,-2.344528268999999943e-01,7.203280694000000102e-03,7.766256597571761199e-03,5.022462444294918671e-04,-5.376819958993221682e-02,9.985231162672338900e-01
1.280529500000000098e+00,-2.417462203000000087e-01,5.427583046999999959e-03,7.737860936352771411e-03,5.301385989536258310e-04,-5.485682615661474637e-02,9.984641070590460910e-01
1.304639289000000035e+00,-2.495671539000000050e-01,1.066613124000000048e-03,7.488185603432648968e-03,-5.266472824536685146e-05,-5.618598155596219584e-02,9.983922374394684773e-01
1.330359397000000055e+00,-2.557148042999999871e-01,-1.605896373999999910e-03,7.512946692880097428e-03,4.271707379406802872e-04,-5.693693823308543928e-02,9.983494168986088990e-01
1.357722537999999979e+00,-2.622172099999999784e-01,-6.427233547000000061e-03,6.869244373258074667e-03,2.500457243585926478e-04,-5.804460818910969766e-02,9.982903257164466027e-01
1.383071726999999917e+00,-2.687302019999999736e-01,-8.754492130999999913e-03,6.656554047376308896e-03,7.574044990679641882e-04,-5.858223882956020701e-02,9.982601053434699834e-01
1.411086459999999931e+00,-2.804196809999999762e-01,-1.509900309000000024e-02,1.486992789780638979e-02,-1.422752547956761780e-04,-5.765749687401875573e-02,9.982256648956129297e-01
